,Balanced Accuracy,Accuracy,F1 Score,Sensitivity (Recall),Specificity,Precision (PPV),TP,TN,FP,FN,NPV,LR+,LR-,ROC AUC,PRC AUC,PRC APS
Decision Tree,0.02856651808325323,0.027457735484127027,0.035472285211002215,0.053886025124365085,0.014488721709435841,0.018446197549044224,4.041451884327381,1.5275252316519468,1.1547005383792515,4.041451884327381,0.03594565598460807,1.3525383320007505,0.061037698613579223,0.039263962567342194,0.02517366516177191,0.031161168106948627
Extreme Gradient Boosting,0.02540234928723341,0.025578317478138386,0.0270983297332582,0.020367003088692645,0.032095149599206875,0.0369166503761343,1.5275252316519468,2.309401076758503,2.6457513110645907,1.5275252316519468,0.018471641303601228,7.375204705256945,0.027148462642457526,0.007191112122178096,0.0029748209612733296,0.002906519165385887
K-Nearest Neighbors,0.014138091107183028,0.013211176212977568,0.018234851356504055,0.04286067004885762,0.018536870042711102,0.016500668321045457,3.2145502536643185,1.5275252316519468,1.5275252316519468,3.2145502536643185,0.028998996705033045,2.089130387931243,0.04332284898611633,0.03009594599846104,0.023639803777716076,0.05583915631066648
Logistic Regression,0.0160078736831844,0.01648481983555968,0.01571676566244357,0.007698003589194996,0.026230796503382323,0.02613111425565101,0.5773502691896257,2.6457513110645907,2.0816659994661326,0.5773502691896257,0.009068050972297206,2.4918962599501593,0.012050217702461622,0.010684566102606754,0.02214206739414875,0.02095574838236739
Random Forest,0.0071510052312397585,0.007184511853099815,0.007681426333997756,0.00769800358919506,0.01196999651327971,0.01404273730533755,0.5773502691896257,0.5773502691896257,1.0,0.5773502691896257,0.006100769899061492,4.472160071341769,0.00840251377146182,0.015196245836574975,0.01167691889964625,0.011583422954070223
