booster,objective,verbosity,reg_lambda,alpha,eta,gamma,max_depth,grow_policy,n_estimators,min_samples_split,min_samples_leaf,subsample,min_child_weight,colsample_bytree,scale_pos_weight,nthread,random_state
gbtree,binary:logistic,0,0.0011480029713803628,8.329533967717963e-05,0.0007183614310616593,0.26820467366980344,27,lossguide,913,37,30,0.7756881944963891,0.6851830296131982,0.2623329981326119,1.0933333333333333,1,42
