,Balanced Accuracy,Accuracy,F1 Score,Sensitivity (Recall),Specificity,Precision (PPV),TP,TN,FP,FN,NPV,LR+,LR-,ROC AUC,PRC AUC,PRC APS
Decision Tree,0.87,0.8898305084745762,0.8505747126436781,0.84,0.9558823529411765,0.9333333333333333,42.0,65.0,3.0,8.0,0.8823529411764706,7.139999999999998,0.18133333333333337,0.9364705882352942,0.9522174932154583,0.9397480626245875
Extreme Gradient Boosting,0.94,0.9491525423728814,0.9361702127659575,0.88,1.0,1.0,44.0,68.0,0.0,6.0,0.918918918918919,0.0,0.12,0.9873529411764707,0.9875609530858677,0.9876543163361791
K-Nearest Neighbors,0.9299999999999999,0.940677966101695,0.924731182795699,0.86,0.9852941176470589,0.9782608695652174,43.0,67.0,1.0,7.0,0.9066666666666666,29.23999999999999,0.14,0.9847058823529411,0.9854872881355932,0.9830639889005011
Logistic Regression,0.9452941176470588,0.9491525423728814,0.9387755102040817,0.92,0.9705882352941176,0.9583333333333334,46.0,66.0,2.0,4.0,0.9428571428571428,31.279999999999994,0.08242424242424239,0.9823529411764705,0.9808615581002433,0.9810231892627259
Random Forest,0.94,0.9491525423728814,0.9361702127659575,0.9,0.9852941176470589,0.9787234042553191,45.0,67.0,1.0,5.0,0.9295774647887324,30.599999999999994,0.10303030303030301,0.9864705882352941,0.9862378149261126,0.9863449756506707
