booster,objective,verbosity,reg_lambda,alpha,eta,gamma,max_depth,grow_policy,n_estimators,min_samples_split,min_samples_leaf,subsample,min_child_weight,colsample_bytree,scale_pos_weight,nthread,random_state
gbtree,binary:logistic,0,9.915644566638385e-06,0.40338008326003827,0.007177141927992002,0.0006155564318973012,5,depthwise,868,31,36,0.5102922471479012,8.706020878304859,0.8491983767203796,1.0,1,42
